"ID"|"EAN13"|"CODE_ISP"|"EDITABLE_NAME"|"PRINCIPE_ACTIVE"|"CLEAR_CONCENTRATION"|"CONCENTRATION"|"SHAPE_PHARMACY"|"QUANTITY_PER_CONTAINER"|"UNIT_OF_MEASUREMENT"|"LABORATORY"|"MASTER_CATEGORY"|"CATEGORY"|"SUB_CATEGORY"|"PRESCRIPTION_TYPE"|"BIOEQUIVALENT"|"COOLED"|"CENABAST"|"BRAND"|"LIQUID"
777000661|7804611060520|"F-18802/21"|"TRADIL 400 MG X 10 COMPRIMIDOS RECUBIERTOS"|"DEXIBUPROFENO 400 MG"|"400"|"400 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"KAMPAR"|"MEDICAMENTOS"|"SISTEMA OSTEOARTICULAR (ARTICULACIONES Y HUESOS)"|"ANTIARTROSICOS Y ANTIARTRITICOS"|"MRE"|0|0||1|1
777000662|7804612010197|"F-15624/16"|"VERRUFILM X 14 ML SOLUCION TOPICA"|"ACIDO SALICILICO 167 G/100 G ACIDO LACTICO 167 G/100 G"|"167;167"|"167 G/100 G;167 G/100 G"|"SOLUCION TOPICA"|"14"|"100 ML"|"D&M PHARMA"|"MEDICAMENTOS"|"DERMATOLOGICOS"|"ANTIVERRUGAS"|"NP"|0|0||1|1
777000663|7804614930141|"F-6450/20"|"ALGIAFIN 100 MG/ML X 15 ML SOLUCION ORAL PARA GOTAS"|"PARACETAMOL 100 MG/ML"|"100"|"100 MG/ML"|"SOLUCION ORAL PARA GOTAS"|"15"|"100 ML"|"INTERPHARMA"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|1
777000664|7804614930370|"F-518/18"|"ZOPICLONA 7,5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ZOPICLONA 7,5 MG"|"7,5"|"7,5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"INDUCTORES DEL SUENO"|"RMRSCS"|1|0||0|0
777000665|7804614930974|"F-15580/21"|"CLONAZEPAM 2 MG X 30 COMPRIMIDOS"|"CLONAZEPAM 2 MG"|"2"|"2 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANSIOLITICOS"|"RMRCCS"|1|0||0|0
777000666|7804614931117|"F-24550/19"|"IPHSAFLEX 10 MG X 20 COMPRIMIDOS RECUBIERTOS"|"CICLOBENZAPRINA CLORHIDRATO  10 MG"|"10"|"10 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA OSTEOARTICULAR (ARTICULACIONES Y HUESOS)"|"RELAJANTES MUSCULARES"|"MRE"|1|0||1|0
777000667|7804614931193|"F-17556/19"|"IPHSAFLEX 5 MG X 20 COMPRIMIDOS RECUBIERTOS"|"CICLOBENZAPRINA CLORHIDRATO 5 MG"|"5"|"5 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA OSTEOARTICULAR (ARTICULACIONES Y HUESOS)"|"RELAJANTES MUSCULARES"|"MRE"|1|0||1|0
777000668|7804614931216|"F-17750/19"|"DESLORATADINA 2,5 MG/5 ML X 60 ML JARABE"|"DESLORATADINA 2,5 MG/5 ML"|"2,5"|"2,5 MG/5 ML"|"JARABE"|"60"|"100 ML"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|0|0||0|1
777000669|7804614931223|"F-17721/19"|"ALGIASOL FORTE 200 MG/5 ML X 100 ML SUSPENSION ORAL"|"IBUPROFENO 200 MG/5 ML"|"200"|"200 MG/5 ML"|"SUSPENSION ORAL"|"100"|"100 ML"|"INTERPHARMA"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|1
777000670|7804614931407|"F-9376/21"|"PIESAN 1% X 100 G POLVO TOPICO"|"CLOTRIMAZOL 1%"|"1"|"1%"|"POLVO TOPICO"|"100"|"100 G"|"INTERPHARMA"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"NP"|0|0||1|0
777000671|7804614931414|"F-537/18"|"CALMOBET 5% X 50 G GEL"|"ETOFENAMATO 5 MG/100 MG"|"5"|"5 MG/100 MG"|"GEL"|"50"|"100 G"|"INTERPHARMA"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||1|1
777000672|7804614931568|"F-17847/19"|"DISILDEN 50 MG X 20 COMPRIMIDOS RECUBIERTOS"|"SILDENAFILO 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ESTIMULANTES SEXUALES MASCULINOS"|"MRE"|1|0||1|0
777000673|7804614931605|"F-17848/20"|"DISILDEN 100 MG X 1 COMPRIMIDOS RECUBIERTOS"|"SILDENAFILO 100 MG"|"100"|"100 MG"|"COMPRIMIDOS RECUBIERTOS"|"1"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ESTIMULANTES SEXUALES MASCULINOS"|"MRE"|1|0||1|0
777000674|7804614931629|"F-17847/19"|"DISILDEN 50 MG X 10 COMPRIMIDOS RECUBIERTOS"|"SILDENAFILO 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"10"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ESTIMULANTES SEXUALES MASCULINOS"|"MRE"|1|0||1|0
777000675|7804614931643|"F-17847/19"|"DISILDEN 50 MG X 3 COMPRIMIDOS RECUBIERTOS"|"SILDENAFILO 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"3"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ESTIMULANTES SEXUALES MASCULINOS"|"MRE"|1|0||1|0
777000676|7804614931711|"F-17847/19"|"DISILDEN 50 MG X 1 COMPRIMIDO RECUBIERTO"|"SILDENAFILO 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"1"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ESTIMULANTES SEXUALES MASCULINOS"|"MRE"|1|0||1|0
777000677|7804614931728|"F-17848/20"|"DISILDEN 100 MG X 20 COMPRIMIDOS RECUBIERTOS"|"SILDENAFILO 100 MG"|"100"|"100 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA REPRODUCTIVO Y URINARIO"|"ESTIMULANTES SEXUALES MASCULINOS"|"MRE"|1|0||1|0
777000678|7804614931759|"F-18327/20"|"NOCTIDEM 7,5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ZOPICLONA 7,5 MG"|"7,5"|"7,5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"INDUCTORES DEL SUENO"|"RMRSCS"|1|0||1|0
777000679|7804614931803|"F-19800/18"|"DESLORATADINA 5 MG X 30 COMPRIMIDOS RECUBIERTOS"|"DESLORATADINA 5 MG"|"5"|"5 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|1|0||0|0
777000680|7804614931810|"F-18455/20"|"TIGINA 500 MG X 20 COMPRIMIDOS RECUBIERTOS"|"CIPROFLOXACINO 500 MG"|"500"|"500 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"QUINOLONAS"|"RMRSCS"|1|0||1|0
777000681|7804614931858|"F-21471/19"|"TERBIMIC 1% X 20 G CREMA TOPICA"|"TERBINAFINA CLORHIDRATO 1%"|"1"|"1%"|"CREMA TOPICA"|"20"|"100 G"|"INTERPHARMA"|"MEDICAMENTOS"|"ANTIMICOTICOS"|"TOPICOS"|"APR"|0|0||1|0
777000682|7804614931889|"F-22039/20"|"ALERPRIV 2,5 MG/5 ML X 100 ML JARABE"|"LEVOCETIRIZINA DICLORHIDRATO 2,5 MG/5 ML"|"2,5"|"2,5 MG/5 ML"|"JARABE"|"100"|"100 ML"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|0|0||1|1
777000683|7804614931896|"F-22020/20"|"ALERPRIV 0,5% X 20 ML SOLUCION ORAL PARA GOTAS"|"LEVOCETIRIZINA DICLORHIDRATO 0,5%"|"0,5"|"0,50%"|"SUSPENSION ORAL PARA GOTAS"|"20"|"100 ML"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTIHISTAMINICOS (ALERGIAS)"|"MRE"|0|0||1|1
777000684|7804614931964|"F-18447/20"|"LAMOTRIGINA 100 MG X 60 COMPRIMIDOS"|"LAMOTRIGINA 100 MG"|"100"|"100 MG"|"COMPRIMIDOS"|"60"|"COMPRIMIDO"|"INTERPHARMA"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANTICONVULSIVANTES"|"MRE"|1|0|"CENABAST"|0|0
777000685|7804616660015||"ZINC 15 MG X 30 COMPRIMIDOS"|"GLUCONATO DE ZINC 15 MG"|"15"|"15 MG"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SUPLALIM"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"MINERALES"|"NP"|0|0||1|0
777000686|7804616660077||"ACTIV ON ADULTO X 30 CAPSULAS"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"CAPSULAS"|"30"|"CAPSULA"|"SUPLALIM"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"MULTIVITAMINICOS Y MINERALES"|"NP"|0|0||1|0
777000687|7804616660107||"VITAMINA C 1000 MG X 60 COMPRIMIDOS"|"ACIDO ASCORBICO (VITAMINA C) 1000 MG"|"1000"|"1000 MG"|"COMPRIMIDOS"|"60"|"COMPRIMIDO"|"SUPLALIM"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"VITAMINA C"|"NP"|0|0||1|0
777000688|7804616660343||"VITAMINA C 500 MG X 60 COMPRIMIDOS"|"ACIDO ASCORBICO (VITAMINA C) 500 MG"|"500"|"500 MG"|"COMPRIMIDOS"|"60"|"COMPRIMIDO"|"SUPLALIM"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"VITAMINA C"|"NP"|0|0||1|0
777000689|7804616660367||"OMEGA 3 X 30 CAPSULAS"|"ACEITE DE PESCADO (12% DHA + 18% EPA) 1000 MG"|"1000"|"1000 MG"|"CAPSULAS"|"30"|"CAPSULA"|"SUPLALIM"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"NP"|0|0||1|0
777000690|7804616660572||"TRIOMEGA 3-6-9 X 30 CAPSULAS BLANDAS"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"CAPSULAS BLANDAS"|"30"|"CAPSULA"|"SUPLALIM"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"NP"|0|0||1|0
777000691|7804616660657||"MAGNESIO 400 MG X 60 COMPRIMIDOS"|"MAGNESIO 400 MG"||"400 MG"|"COMPRIMIDOS"|"60"|"COMPRIMIDO"|"SUPLALIM"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"MINERALES"|"NP"|0|0||0|0
777000692|7804616660787||"PROPOLEO CON MIEL X 10 CARAMELOS"|"MIEL DE ABEJA SEGUN ROTULADO PROPOLEO"||"SEGUN ROTULADO"|"CARAMELOS"|"10"|"CARAMELO"|"SUPLALIM"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"ANTIGRIPALES"|"NP"|0|0||1|0
777000693|7804616661111||"CALCIO FORTE X 30 COMPRIMIDOS"|"CALCIO SEGUN ROTULADO MAGNESIO  COLECALCIFEROL (VITAMINA D3)"||"SEGUN ROTULADO"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SUPLALIM"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"SISTEMA OSTEOARTICULAR (ARTICULACIONES Y HUESOS)"|"NP"|0|0||1|0
777000694|7804616661227||"PROPOLEO CARAMELOS EUCALYPTOS Y MENTOL X 10 UNIDADES"|"SEGUN ROTULADO"||"SEGUN ROTULADO"|"CARAMELOS"|"10"|"UNIDAD"|"SUPLALIM"|"PRODUCTOS NATURALES"|"SUPLEMENTOS ALIMENTICIOS"|"ANTIGRIPALES"|"NP"|0|0||1|0
777000695|7804616661265||"VITAMINA D3 800 UI X 30 COMPRIMIDOS"|"COLECALCIFEROL (VITAMINA D3) 800 UI"||"800 UI"|"COMPRIMIDOS"|"30"|"COMPRIMIDO"|"SUPLALIM"|"VITAMINAS Y SUPLEMENTOS"|"MULTIVITAMINAS, MINERALES Y ENERGIA"|"VITAMINA D"|"NP"|0|0||1|0
777000696|7804620831517|"F-18420/20"|"LOSARTAN POTASICO 50 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LOSARTAN 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0||0|0
777000697|7804620831869|"F-18238/20"|"SALES PARA REHIDRATACION 60 X 1 SOBRE POLVO PARA SOLUCION ORAL"|"CITRATO DE SODIO 10,9702 G/100 G POTASIO CLORURO 5,597 G/100 G SODIO CLORURO 6,7164 G/100 G"|"10,9702; 5,597; 6,7164; 74,6269"|"10,9702 G/100 G;5,597 G/100 G;6,7164 G/100 G;74,6269 G/100 G"|"POLVO PARA SOLUCION ORAL"|"1"|"SOBRE"|"OPKO"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"REHIDRATANTES"|"NP"|0|0||0|0
777000698|7804620831869|"F-18238/20"|"SALES PARA REHIDRATACION 60 X 1 SOBRE POLVO PARA SOLUCION ORAL"|"CITRATO DE SODIO 10,9702 G/100 G POTASIO CLORURO 5,597 G/100 G SODIO CLORURO"|"10,9702; 5,597; 6,7164; 74,6269"|"10,9702 G/100 G;5,597 G/100 G;6,7164 G/100 G;74,6269 G/100 G"|"POLVO PARA SOLUCION ORAL"|"1"|"SOBRE"|"OPKO"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"REHIDRATANTES"|"NP"|0|0|"CENABAST"|0|0
777000699|7804620831869|"F-18238/20"|"SALES PARA REHIDRATACION 60 X 8 SOBRES POLVO PARA SOLUCION ORAL"|"CITRATO DE SODIO 10,9702 G/100 G POTASIO CLORURO 5,597 G/100 G SODIO CLORURO"|"10,9702; 5,597; 6,7164; 74,6269"|"10,9702 G/100 G;5,597 G/100 G;6,7164 G/100 G;74,6269 G/100 G"|"POLVO PARA SOLUCION ORAL"|"8"|"SOBRE"|"OPKO"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"REHIDRATANTES"|"NP"|0|0|"CENABAST"|0|0
777000700|7804620831876|"F-18239/20"|"SALES PARA REHIDRATACION 90 X 4 SOBRES POLVO PARA SOLUCION ORAL"|"CITRATO DE SODIO 10,3521 G/100 G GLUCOSA ANHIDRA 70,4225 G/100 G POTASIO CLORURO 5,2817 G/100 G"|"10,352; 70,4225; 5,2817; 12,3239"|"10,3521 G/100 G;70,4225 G/100 G;5,2817 G/100 G;12,3239 G/100 G"|"POLVO PARA SOLUCION ORAL"|"4"|"SOBRE"|"OPKO"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"REHIDRATANTES"|"NP"|0|0||0|0
777000701|7804620832057|"F-19214/17"|"LATANOPROST 50 MCG/ML X 2,5 ML SOLUCION OFTALMICA"|"LATANOPROST 50 MCG/ML"|"50"|"50 MCG/ML"|"SOLUCION OFTALMICA ESTERIL"|"2,5"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS OFTALMOLOGICOS"|"ANTIGLAUCOMATOSOS"|"MRE"|0|0||0|1
777000702|7804620832170|"F-18623/21"|"DICLOFENACO SODICO 50 MG X 10 COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"DICLOFENACO SODICO 50 MG"|"50"|"50 MG"|"COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"10"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|0|0||0|0
777000703|7804620832170|"F-18623/21"|"DICLOFENACO 50 MG X 10 COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"DICLOFENACO SODICO 50 MG"|"50"|"50 MG"|"COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"10"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"MRE"|0|0|"CENABAST"|0|0
777000704|7804620832767|"F-19260/17"|"ENALAPRIL 20 MG X 20 COMPRIMIDOS"|"ENALAPRIL MALEATO 20 MG"|"20"|"20 MG"|"COMPRIMIDOS"|"20"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0||0|0
777000705|7804620832835|"F-17090/18"|"DOMPERIDONA 10 MG X 20 COMPRIMIDOS"|"DOMPERIDONA 10 MG"|"10"|"10 MG"|"COMPRIMIDOS"|"20"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIEMETICOS (VOMITOS Y MAREOS)"|"MRE"|1|0||0|0
777000706|7804620832903|"F-18589/21"|"SERTRALINA 50 MG X 30 COMPRIMIDOS RECUBIERTOS"|"SERTRALINA 50 MG"|"50"|"50 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ESTABILIZADORES DEL ANIMO"|"MRE"|1|0||0|0
777000707|7804620833047|"F-18847/21"|"ENALAPRIL MALEATO 10 MG X 20 COMPRIMIDOS"|"ENALAPRIL 10 MG"|"10"|"10 MG"|"COMPRIMIDOS"|"20"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0||0|0
777000708|7804620833351|"F-23952/18"|"METFORMINA CLORHIDRATO 850 MG X 30 COMPRIMIDOS RECUBIERTOS"|"METFORMINA CLORHIDRATO 850 MG"|"850"|"850 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"HIPOGLICEMIANTES"|"MRE"|1|0||0|0
777000709|7804620833412|"F-22251/20"|"AMOXICILINA 500 MG/5 ML X 60 ML POLVO PARA SUSPENSION ORAL"|"AMOXICILINA 500 MG/5 ML"|"500"|"500 MG/5 ML"|"POLVO PARA SUSPENSION ORAL"|"60"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"PENICILINICOS"|"APR"|0|0|"CENABAST"|0|1
777000710|7804620833467|"F-18450/20"|"OMEPRAZOL 20 MG X 30 CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"OMEPRAZOL 20 MG"|"20"|"20 MG"|"CAPSULAS CON GRANULOS CON RECUBRIMIENTO ENTERICO"|"30"|"CAPSULA"|"OPKO"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|1|0||0|0
777000711|7804620833498|"F-22144/20"|"IBUPROFENO 200 MG/5 ML X 100 ML SUSPENSION ORAL"|"IBUPROFENO  200 MG/5 ML"|"200"|"200 MG/5 ML"|"SUSPENSION ORAL"|"100"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||0|1
777000712|7804620833504|"F-17019/18"|"IBUPROFENO 100 MG/5 ML X 100 ML SUSPENSION ORAL"|"IBUPROFENO 100 MG/5 ML"|"100"|"100 MG/5 ML"|"SUSPENSION ORAL"|"100"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0||0|1
777000713|7804620833504|"F-17019/18"|"IBUPROFENO 100 MG/5 ML X 100 ML SUSPENSION ORAL"|"IBUPROFENO 100 MG/5 ML"|"100"|"100 MG/5 ML"|"SUSPENSION ORAL"|"100"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|0|0|"CENABAST"|0|1
777000714|7804620833535|"F-22321/20"|"AMOXICILINA 875 MG + ACIDO CLAVULANICO 125 MG X 14 COMPRIMIDOS RECUBIERTOS"|"AMOXICILINA 875 MG ACIDO CLAVULANICO 125 MG"|"875;125"|"875 MG;125 MG"|"COMPRIMIDOS RECUBIERTOS"|"14"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"PENICILINICOS"|"APR"|1|0||0|0
777000715|7804620833597|"F-22466/21"|"BROMHEXINA 4 MG/5 ML X 100 ML JARABE"|"BROMHEXINA 4 MG/5 ML"|"4"|"4 MG/5 ML"|"JARABE"|"100"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"SISTEMA RESPIRATORIO"|"ANTITUSIVOS Y EXPECTORANTES"|"NP"|1|0||0|1
777000716|7804620833610|"F-22246/20"|"AMOXICILINA 250 MG/5 ML X 60 ML POLVO PARA SUSPENSION ORAL"|"AMOXICILINA 250 MG/5 ML"|"250"|"250 MG/5 ML"|"POLVO PARA SUSPENSION ORAL"|"60"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"PENICILINICOS"|"APR"|0|0||0|1
777000717|7804620833795|"F-22984/21"|"CLOXACILINA 500 MG X 12 CAPSULAS"|"CLOXACILINA 500 MG"|"500"|"500 MG"|"CAPSULAS"|"12"|"CAPSULA"|"OPKO"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"PENICILINICOS"|"APR"|0|0|"CENABAST"|0|0
777000718|7804620833818|"F-22321/20"|"AMOXICILINA 875 MG + ACIDO CLAVULANICO 125 MG X 20 COMPRIMIDOS RECUBIERTOS"|"AMOXICILINA 875 MG ACIDO CLAVULANICO 125 MG"|"875;125"|"875 MG;125 MG"|"COMPRIMIDOS RECUBIERTOS"|"20"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"ANTIBIOTICOS"|"PENICILINICOS"|"APR"|1|0||0|0
777000719|7804620834082|"F-23524/17"|"ESOMEPRAZOL 40 MG X 30 COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"ESOMEPRAZOL 40 MG"|"40"|"40 MG"|"COMPRIMIDOS CON RECUBRIMIENTO ENTERICO"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"ANTIULCEROSOS"|"MRE"|1|0||0|0
777000720|7804620834259|"F-24017/18"|"ALIVIDOL 500 MG X 24 COMPRIMIDOS"|"PARACETAMOL 500 MG"|"500"|"500 MG"|"COMPRIMIDOS"|"24"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"MEDICAMENTOS ASOCIADOS AL DOLOR"|"ANALGESICOS, ANTIINFLAMATORIOS Y ANTIPIRETICOS"|"NP"|1|0||1|0
777000721|7804620834396|"F-24636/19"|"NEVINEX 75 MG X 30 CAPSULAS"|"PREGABALINA 75 MG"|"75"|"75 MG"|"CAPSULAS"|"30"|"CAPSULA"|"OPKO"|"MEDICAMENTOS"|"SISTEMA NERVIOSO CENTRAL Y PERIFERICO"|"ANALGESICOS Y ANTICONVULSIVANTES"|"MRE"|1|0||1|0
777000722|7804620834440|"F-23645/17"|"LOSARTAN POTASICO 100 MG X 30 COMPRIMIDOS RECUBIERTOS"|"LOSARTAN 100 MG"|"100"|"100 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"ANTIHIPERTENSIVOS"|"MRE"|1|0|"CENABAST"|0|0
777000723|7804620834457|"F-24573/19"|"REDUSTEROL 20 MG X 30 COMPRIMIDOS RECUBIERTOS"|"ROSUVASTATINA 20 MG"|"20"|"20 MG"|"COMPRIMIDOS RECUBIERTOS"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA CARDIOVASCULAR Y SANGUINEO"|"HIPOLIPEMIANTES (COLESTEROL)"|"MRE"|1|0||1|0
777000724|7804620834747|"F-25167/19"|"GLICOSOL XR 1000 MG X 30 COMPRIMIDOS DE LIBERACION PROLONGADA"|"METFORMINA 1000 MG"|"1000"|"1000 MG"|"COMPRIMIDOS DE LIBERACION PROLONGADA"|"30"|"COMPRIMIDO"|"OPKO"|"MEDICAMENTOS"|"SISTEMA ENDOCRINO (HORMONAL) Y METABOLISMO"|"HIPOGLICEMIANTES"|"MRE"|1|0||1|0
777000725|7804620834754|"F-25220/20"|"LACTULOSA 66,7 % X 200 ML SOLUCION ORAL"|"LACTULOSA SOLUCION 66,7%"|"66,7"|"66,70%"|"SOLUCION ORAL"|"200"|"100 ML"|"OPKO"|"MEDICAMENTOS"|"SISTEMA GASTROINTESTINAL"|"LAXANTES"|"MRE"|0|0||0|1
